Destination_ID,Destination_Name,State,City,Category,Description,Best_Season,Avoid_Season,Ideal_Duration_Days,Budget_Category,Budget_Per_Person_INR,Hotel_Cost_Per_Night_INR,Food_Cost_Per_Day_INR,Local_Transport_Cost_INR,Family_Friendly,Couple_Friendly,Solo_Friendly,Friends_Friendly,Kids_Friendly,Senior_Citizen_Friendly,Adventure_Level,Nature_Score,Historical_Score,Religious_Score,Shopping_Score,Nightlife_Score,Safety_Score,Cleanliness_Score,Accessibility,Average_Temperature_C,Rainfall_Level,Altitude_Meters,UNESCO_Heritage,Nearest_Airport,Nearest_Railway,Latitude,Longitude,Rating,Number_of_Reviews,Popular_Activities,Nearby_Attractions,Recommended_Months,Languages_Spoken,Famous_For,Suitable_For,Parking_Available,Pet_Friendly,Wheelchair_Accessible,Eco_Tourism,Image_URL
818,Goa Beaches,Goa,Panaji,Nature,Popular tourist destination,Winter,Summer,05 Days,Unknown,250,3000,200.0,387,Y,yes,Y,yes,yes,Yes,3,2,9,2,5.0,,3,1,Difficult,37,Low,2355,No,,Railway Station,14.76417,87.187996,3.4,46939,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Friends,N,No,No,N,https://example.com/image.jpg
819,Manali,Himachal Pradesh,Manali,Forest,Popular tourist destination,Winter,Summer,Five Days,Unknown,12000,1500,,1532,NO,Yes,no,NO,Y,Y,3,2,1,1,1.0,,9,3,NA,33,Medium,3357,No,Airport,Railway Station,22.139281,,3.2,15018,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Luxury Travelers,Yes,NO,yes,no,https://example.com/image.jpg
820,Ooty,Tamil Nadu,Ooty,Hill Station,Popular tourist destination,Winter,Summer,05 Days,Unknown,250,30000,1000.0,412,Yes,Yes,no,No,yes,No,4,9,7,1,,9.0,4,7,Moderate,26,High,1640,NO,,Railway Station,15.608951,68.344093,3.6,27148,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Other,No,Yes,no,Y,https://example.com/image.jpg
821,Amritsar,Punjab,Amritsar,Forest,Popular tourist destination,Winter,Summer,05 Days,High,12000,30000,500.0,743,NO,No,Y,Yes,no,YES,6,9,6,5,6.0,4.0,6,4,Easy,35,Medium,861,no,Airport,Railway Station,31.369681,70.139942,3.6,39294,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Friends,NO,NO,N,Y,https://example.com/image.jpg
822,Ooty,Tamil Nadu,Ooty,Historical,Popular tourist destination,Winter,Summer,5 Days,Low,5000,3000,200.0,1197,No,N,N,yes,N,N,2,6,10,6,,,10,7,NA,33,Low,3362,YES,Airport,Railway Station,17.191238,72.934727,4.2,45909,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Family,N,no,no,no,https://example.com/image.jpg
823,Jaipur,Rajasthan,Jaipur,Palace,,Winter,Summer,Five Days,Unknown,250,30000,,519,N,N,No,YES,No,N,7,4,7,7,5.0,,5,7,NA,27,Low,1917,yes,Airport,Railway Station,14.031242,82.671334,4.3,30450,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Luxury Travelers,Y,NO,yes,Yes,https://example.com/image.jpg
824,Jaipur, Rajasthan ,Jaipur,Hill Station,Popular tourist destination,Winter,Summer,05 Days,Unknown,5000,30000,200.0,1790,YES,NO,Yes,N,Yes,No,3,2,8,5,9.0,9.0,10,7,Easy,28,Low,3316,NO,,Railway Station,14.484771,76.509561,2.8,44386,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Luxury Travelers,NO,YES,N,Y,https://example.com/image.jpg
825,Munnar,Kerala,Munnar,Island,Popular tourist destination,Winter,Summer,Five Days,Medium,250,1500,,1136,No,No,yes,No,No,YES,7,6,3,5,1.0,,1,6,Difficult,10,Low,1581,YES,Airport,Railway Station,31.139441,76.612007,2.9,15785,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Luxury Travelers,no,no,yes,NO,https://example.com/image.jpg
826,Varanasi Ghats,Uttar Pradesh,Varanasi,Palace,Popular tourist destination,Winter,Summer,05 Days,High,12000,3000,,804,yes,YES,No,N,NO,no,7,2,5,9,,7.0,4,4,Moderate,11,Medium,1985,N,Airport,Railway Station,22.85917,96.926019,2.9,26654,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Backpackers,NO,N,no,YES,https://example.com/image.jpg
827,Ooty,Tamil Nadu,Ooty,Wildlife,Popular tourist destination,Winter,Summer,5,Medium,12000,1500,200.0,1263,N,Y,yes,YES,N,Yes,2,10,3,5,8.0,,6,9,Moderate,37,Low,797,No,Airport,Railway Station,33.651369,93.530387,3.7,17802,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Luxury Travelers,Y,N,no,YES,https://example.com/image.jpg
828,Ooty,Tamil Nadu,Ooty,Nature,Popular tourist destination,Winter,Summer,5,Unknown,999999,100,1000.0,1393,Yes,Yes,No,NO,No,NO,2,7,9,2,6.0,,5,3,Easy,29,High,3336,no,Airport,Railway Station,28.26091,86.512793,2.9,48160,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Luxury Travelers,Yes,N,no,Y,https://example.com/image.jpg
829,Goa Beaches,Goa,Panaji,Hill Station,Popular tourist destination,Winter,Summer,05 Days,Unknown,5000,3000,500.0,283,Yes,no,NO,Yes,yes,Y,3,3,7,7,,,2,6,Easy,37,Medium,814,No,Airport,Railway Station,8.738333,82.351084,3.7,33525,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Luxury Travelers,no,no,yes,no,https://example.com/image.jpg
830,Goa Beaches,Goa,Panaji,Nature,,Winter,Summer,5 Days,Medium,250,3000,500.0,963,N,YES,N,yes,no,YES,1,3,8,3,6.0,6.0,1,8,Easy,31,Low,1861,No,Airport,Railway Station,31.735165,92.175233,4.0,44388,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Backpackers,YES,yes,NO,N,https://example.com/image.jpg
831,Ooty,Tamil Nadu,Ooty,Fort,Popular tourist destination,Winter,Summer,5,High,250,3000,,1680,No,Yes,N,no,YES,Yes,2,10,10,9,9.0,6.0,6,3,Easy,30,Low,963,NO,Airport,Railway Station,13.739778,91.532144,5.0,23917,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Luxury Travelers,yes,yes,Yes,N,https://example.com/image.jpg
832,Goa Beaches,goa,Panaji,Nature,Popular tourist destination,Winter,Summer,05 Days,Unknown,250,100,1000.0,846,N,No,NO,no,no,YES,7,3,1,10,9.0,3.0,6,3,Easy,38,Low,2192,YES,Airport,Railway Station,25.184723,89.926361,2.8,48088,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Family,no,no,no,Yes,https://example.com/image.jpg
833,Amritsar,punjab,Amritsar,Wildlife,Popular tourist destination,Winter,Summer,5,Unknown,5000,3000,500.0,1091,YES,Y,no,yes,no,Y,7,2,2,2,,2.0,5,3,Easy,9,Low,106,No,Airport,Railway Station,,90.669656,4.0,9385,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Family,N,YES,NO,yes,https://example.com/image.jpg
834,Manali,Himachal Pradesh,Manali,Historical,Popular tourist destination,Winter,Summer,5,Luxury,5000,30000,200.0,781,Y,Yes,no,Yes,No,YES,3,8,3,6,,8.0,6,3,NA,20,Medium,2013,No,,Railway Station,32.061582,94.752553,2.9,17597,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Luxury Travelers,Y,YES,N,N,https://example.com/image.jpg
835,Amritsar,Punjab,Amritsar,Beach,Popular tourist destination,Winter,Summer,Five Days,Luxury,12000,3000,200.0,1382,No,Y,YES,NO,YES,yes,0,7,3,7,9.0,3.0,1,8,Difficult,37,Low,1928,N,,Railway Station,33.089315,80.255164,3.8,8859,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Other,Y,Y,NO,N,https://example.com/image.jpg
836,Jaipur,Rajasthan,Jaipur,National Park,Popular tourist destination,Winter,Summer,05 Days,Unknown,999999,3000,1000.0,476,yes,Yes,YES,N,Y,NO,2,4,5,7,,7.0,5,1,NA,11,High,1744,NO,Airport,Railway Station,13.753883,72.155261,2.8,48390,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Friends,NO,YES,NO,No,https://example.com/image.jpg
837,Goa Beaches,Goa,Panaji,Nature,Popular tourist destination,Winter,Summer,5,Low,999999,1500,,1549,N,no,YES,No,N,Y,5,5,8,1,7.0,2.0,6,5,Easy,24,Medium,983,N,Airport,Railway Station,31.344189,90.618241,2.6,18403,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Senior Citizens,Y,Y,NO,Y,https://example.com/image.jpg
838,Jaipur,Rajasthan,Jaipur,Island,Popular tourist destination,Winter,Summer,Five Days,Luxury,999999,100,,1262,N,yes,Y,YES,YES,Y,4,10,6,6,,8.0,1,6,Difficult,27,Medium,2873,yes,Airport,Railway Station,16.52218,72.626307,4.7,34382,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Backpackers,YES,Yes,no,YES,https://example.com/image.jpg
839,Munnar,Kerala,Munnar,Religious,Popular tourist destination,Winter,Summer,05 Days,Low,5000,3000,,1278,no,no,Y,yes,no,no,7,1,9,9,10.0,,2,2,Difficult,22,Medium,2273,yes,Airport,Railway Station,32.403764,86.202769,3.2,48418,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Family,no,YES,yes,N,https://example.com/image.jpg
840,Manali,himachal pradesh,Manali,Desert,Popular tourist destination,Winter,Summer,5 Days,Low,12000,1500,200.0,891,Y,No,YES,NO,YES,no,3,6,4,1,1.0,,1,3,NA,21,Low,1812,No,Airport,Railway Station,17.047979,75.695034,3.6,17055,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Other,no,YES,NO,Y,https://example.com/image.jpg
841,Munnar,Kerala,Munnar,Pilgrimage,Popular tourist destination,Winter,Summer,5,High,999999,30000,500.0,1722,Y,yes,N,Y,yes,No,3,10,5,7,,,9,9,Difficult,32,Low,426,Yes,Airport,Railway Station,33.900364,73.305972,4.1,8918,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Friends,YES,YES,N,Y,https://example.com/image.jpg
842,Ooty,Tamil Nadu,Ooty,Beach,Popular tourist destination,Winter,Summer,5 Days,High,12000,3000,,1100,NO,yes,YES,N,N,YES,3,4,9,9,,,10,5,NA,31,Low,1032,Yes,Airport,Railway Station,25.666396,69.421489,4.2,14872,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Family,No,YES,No,Y,https://example.com/image.jpg
843,Jaipur,Rajasthan,Jaipur,Waterfall,Popular tourist destination,Winter,Summer,Five Days,Medium,5000,1500,500.0,520,YES,Y,Y,YES,YES,YES,1,5,3,8,,3.0,10,6,Moderate,28,Low,162,No,Airport,Railway Station,13.939207,88.123563,4.3,2394,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Solo,Yes,Y,N,No,https://example.com/image.jpg
844,Mysuru Palace,Karnataka,Mysuru,Historical,Popular tourist destination,Winter,Summer,5 Days,Medium,999999,3000,200.0,1992,no,Yes,yes,NO,NO,YES,1,10,2,4,,,10,8,Easy,16,High,764,N,Airport,Railway Station,12.397926,87.732178,4.0,27880,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Senior Citizens,Yes,Yes,NO,no,https://example.com/image.jpg
845,Ooty,Tamil Nadu,Ooty,Beach,Popular tourist destination,Winter,Summer,05 Days,Medium,999999,30000,,321,No,Yes,Y,yes,YES,Y,4,5,10,8,7.0,,1,7,Easy,29,Medium,1785,Y,Airport,Railway Station,,70.664474,4.8,26061,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Senior Citizens,Yes,no,yes,YES,https://example.com/image.jpg
846,Jaipur,Rajasthan,Jaipur,Wildlife,Popular tourist destination,Winter,Summer,5,High,250,100,,1772,No,no,N,Yes,N,Yes,6,7,10,7,,,3,6,Moderate,10,High,2508,Yes,Airport,Railway Station,19.342789,84.678375,2.6,48306,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Backpackers,no,No,YES,yes,https://example.com/image.jpg
847,Varanasi Ghats,Uttar Pradesh,Varanasi,Waterfall,Popular tourist destination,Winter,Summer,05 Days,Low,999999,3000,1000.0,1648,NO,yes,No,NO,Y,N,3,2,7,5,5.0,,6,9,NA,23,Medium,2293,N,Airport,Railway Station,27.299251,85.845973,4.7,7874,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Other,no,no,NO,no,https://example.com/image.jpg
848,Ooty,Tamil Nadu,Ooty,National Park,Popular tourist destination,Winter,Summer,5,High,999999,100,,1837,Y,N,N,N,NO,No,1,3,6,10,,,5,10,Easy,38,Medium,3383,no,Airport,Railway Station,9.970675,78.839399,4.5,39585,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Solo,NO,no,YES,Yes,https://example.com/image.jpg
849,Ooty,Tamil Nadu,Ooty,National Park,Popular tourist destination,Winter,Summer,05 Days,Low,999999,3000,1000.0,1868,yes,Yes,Yes,N,N,No,2,7,8,10,5.0,4.0,9,3,Moderate,19,Medium,3080,no,Airport,Railway Station,12.670964,79.25713,5.0,38575,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Couple,yes,YES,NO,N,https://example.com/image.jpg
850,Amritsar,Punjab,Amritsar,Forest,,Winter,Summer,5,High,5000,30000,500.0,1250,no,No,no,NO,Yes,yes,6,10,9,8,,,4,9,Difficult,27,Low,429,NO,Airport,Railway Station,25.046708,91.67355,4.5,14142,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Senior Citizens,No,NO,yes,N,https://example.com/image.jpg
851,Ooty,Tamil Nadu,Ooty,Forest,Popular tourist destination,Winter,Summer,5,Unknown,12000,100,,640,YES,Yes,No,Yes,N,no,2,7,8,1,1.0,,4,8,Difficult,16,Low,1971,N,Airport,Railway Station,25.173151,70.591566,3.9,47056,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Solo,yes,N,Y,N,https://example.com/image.jpg
852,Ooty,Tamil Nadu,Ooty,National Park,Popular tourist destination,Winter,Summer,Five Days,Luxury,12000,3000,200.0,264,Yes,No,yes,Y,No,Yes,2,5,6,3,,,1,1,Moderate,33,Medium,486,N,Airport,Railway Station,25.690594,75.031415,3.9,13103,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Couple,YES,NO,N,yes,https://example.com/image.jpg
853,Manali,Himachal Pradesh,Manali,Forest,Popular tourist destination,Winter,Summer,5 Days,High,5000,30000,200.0,689,NO,N,no,no,NO,yes,0,10,4,2,10.0,,4,3,Difficult,34,High,1545,no,Airport,Railway Station,28.600471,80.620325,4.8,29827,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Family,YES,Y,YES,YES,https://example.com/image.jpg
854,Manali,Himachal Pradesh,Manali,Island,Popular tourist destination,Winter,Summer,5 Days,Medium,250,100,200.0,1009,Y,no,NO,no,yes,N,2,6,10,4,4.0,,4,1,NA,29,High,1830,no,,Railway Station,13.714965,91.62505,3.0,25646,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Family,NO,N,yes,N,https://example.com/image.jpg
855,Munnar,Kerala,Munnar,Religious,Popular tourist destination,Winter,Summer,Five Days,Low,250,1500,,381,Y,No,N,yes,No,No,3,6,5,2,8.0,,8,5,Easy,14,High,1391,Yes,Airport,Railway Station,23.946499,96.65657,3.3,4008,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Backpackers,Yes,Y,Yes,no,https://example.com/image.jpg
856,Manali,Himachal Pradesh,Manali,Lake,Popular tourist destination,Winter,Summer,Five Days,Luxury,999999,3000,1000.0,1580,Y,YES,No,No,Yes,yes,6,6,5,5,7.0,8.0,10,7,Moderate,34,High,431,Y,Airport,Railway Station,29.806405,87.281704,4.2,37075,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,NO,no,no,NO,https://example.com/image.jpg
857,Amritsar,Punjab,Amritsar,Adventure,Popular tourist destination,Winter,Summer,5 Days,Luxury,999999,1500,200.0,1162,yes,N,YES,no,NO,Yes,5,7,2,7,7.0,2.0,6,2,Easy,29,Medium,1625,N,Airport,Railway Station,28.749069,78.598735,2.6,21987,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Friends,NO,NO,N,Y,https://example.com/image.jpg
858,Munnar,Kerala,Munnar,Beach,Popular tourist destination,Winter,Summer,5 Days,Unknown,5000,1500,,934,YES,yes,YES,yes,NO,Y,4,5,1,1,,,4,8,NA,18,Low,3303,no,Airport,Railway Station,16.252794,74.38842,3.6,42296,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Couple,No,yes,Y,No,https://example.com/image.jpg
859,Amritsar,Punjab,Amritsar,Palace,Popular tourist destination,Winter,Summer,Five Days,Low,5000,100,200.0,123,Y,Y,NO,YES,no,NO,3,2,10,10,4.0,,3,7,Easy,5,High,1102,NO,Airport,Railway Station,8.382523,82.106611,2.6,15490,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Other,NO,YES,Y,No,https://example.com/image.jpg
860,Mysuru Palace,Karnataka,Mysuru,Lake,Popular tourist destination,Winter,Summer,5,High,250,3000,200.0,1991,N,no,YES,N,Y,NO,5,9,9,8,,,1,7,Easy,7,High,2524,N,Airport,Railway Station,18.108523,90.295917,4.2,32957,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Family,N,YES,yes,Y,https://example.com/image.jpg
861,Goa Beaches,Goa,Panaji,Island,,Winter,Summer,05 Days,High,12000,100,,210,Yes,yes,No,no,no,Y,2,4,10,4,8.0,,1,8,Difficult,12,Medium,440,no,Airport,Railway Station,14.638066,85.934498,4.0,34706,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,Y,no,YES,yes,https://example.com/image.jpg
862,Manali,Himachal Pradesh,Manali,Palace,Popular tourist destination,Winter,Summer,5 Days,Medium,250,3000,,1425,NO,yes,Yes,Yes,Y,no,3,6,5,7,1.0,,7,8,Difficult,33,High,1238,No,Airport,Railway Station,11.363282,83.297678,5.0,390,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Friends,YES,Yes,YES,Y,https://example.com/image.jpg
863,Jaipur,Rajasthan,Jaipur,Religious,Popular tourist destination,Winter,Summer,Five Days,High,250,30000,1000.0,1314,yes,no,No,No,Y,Y,7,4,6,1,1.0,1.0,4,4,Difficult,28,Low,2257,N,Airport,Railway Station,28.788408,92.162684,2.9,8019,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Couple,N,N,yes,No,https://example.com/image.jpg
864,Mysuru Palace,Karnataka,Mysuru,Fort,Popular tourist destination,Winter,Summer,05 Days,Unknown,5000,3000,500.0,186,Y,no,N,no,yes,No,0,10,8,9,4.0,,1,9,Easy,24,Medium,2308,Y,Airport,Railway Station,25.326508,86.644135,4.8,39171,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Luxury Travelers,yes,yes,Y,Yes,https://example.com/image.jpg
865,Goa Beaches,Goa,Panaji,Pilgrimage,Popular tourist destination,Winter,Summer,05 Days,Luxury,250,30000,500.0,775,No,YES,N,no,YES,NO,6,8,7,9,5.0,,2,5,Difficult,29,Medium,1976,No,Airport,Railway Station,15.202099,80.325921,3.5,5180,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Couple,No,yes,Yes,YES,https://example.com/image.jpg
866,Manali,Himachal Pradesh,Manali,Nature,Popular tourist destination,Winter,Summer,Five Days,Low,999999,30000,,1845,NO,no,N,Y,no,YES,1,6,8,9,1.0,,9,1,Moderate,26,High,113,NO,Airport,Railway Station,22.998877,92.397066,2.6,3356,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Backpackers,Y,YES,Y,YES,https://example.com/image.jpg
867,Manali,Himachal Pradesh,Manali,Adventure,Popular tourist destination,Winter,Summer,5,Luxury,999999,1500,500.0,988,No,yes,No,Yes,YES,Yes,3,2,8,7,9.0,4.0,5,9,NA,29,Medium,1441,yes,Airport,Railway Station,25.886851,75.243034,3.9,47185,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Friends,Yes,N,YES,no,https://example.com/image.jpg
868,Munnar,Kerala,Munnar,Waterfall,Popular tourist destination,Winter,Summer,5 Days,Unknown,999999,30000,200.0,1512,Yes,yes,NO,no,No,no,4,2,2,6,4.0,,3,6,Easy,35,Low,779,no,Airport,Railway Station,33.603018,73.854399,4.0,34179,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Solo,no,NO,Yes,No,https://example.com/image.jpg
869,Amritsar,Punjab,Amritsar,Wildlife,Popular tourist destination,Winter,Summer,5 Days,Unknown,5000,1500,,739,no,Yes,no,N,no,N,0,9,2,2,2.0,4.0,1,10,Moderate,37,Low,532,yes,Airport,Railway Station,22.361093,87.361488,3.2,37046,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Solo,No,no,YES,Yes,https://example.com/image.jpg
870,Jaipur,Rajasthan,Jaipur,Pilgrimage,Popular tourist destination,Winter,Summer,05 Days,Low,5000,3000,500.0,968,No,NO,NO,NO,Yes,NO,4,10,9,5,7.0,,1,3,Easy,16,High,861,NO,Airport,Railway Station,13.041103,87.220991,3.7,35392,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Luxury Travelers,Y,YES,YES,No,https://example.com/image.jpg
871,Varanasi Ghats,Uttar Pradesh,Varanasi,Beach,Popular tourist destination,Winter,Summer,5 Days,High,12000,1500,1000.0,408,Y,Yes,NO,Yes,yes,No,4,9,9,9,10.0,9.0,6,1,Easy,6,Low,648,NO,Airport,Railway Station,30.044131,83.906628,2.6,23151,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Other,no,No,Y,Yes,https://example.com/image.jpg
872,Goa Beaches,Goa,Panaji,Lake,Popular tourist destination,Winter,Summer,5 Days,Medium,999999,100,200.0,297,Yes,YES,YES,Yes,YES,N,6,1,8,10,7.0,9.0,10,4,NA,9,High,2022,Y,Airport,Railway Station,18.05333,80.257665,2.7,11311,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Senior Citizens,N,Y,No,Y,https://example.com/image.jpg
873,Mysuru Palace,Karnataka,Mysuru,Hill Station,Popular tourist destination,Winter,Summer,5,Unknown,250,100,200.0,780,YES,yes,NO,N,yes,no,5,7,6,10,2.0,10.0,2,5,Moderate,20,Medium,1735,yes,Airport,Railway Station,20.136992,69.488992,,15339,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Senior Citizens,YES,yes,Yes,Y,https://example.com/image.jpg
874,Amritsar,Punjab,Amritsar,Lake,Popular tourist destination,Winter,Summer,5,Medium,5000,3000,1000.0,1102,yes,NO,no,yes,Yes,Yes,6,4,3,10,,2.0,4,6,NA,38,Low,2874,YES,Airport,Railway Station,34.674051,92.78542,2.8,3509,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Backpackers,NO,No,No,NO,https://example.com/image.jpg
875,Amritsar,Punjab,Amritsar,Nature,Popular tourist destination,Winter,Summer,05 Days,Medium,999999,30000,200.0,227,YES,Yes,N,N,yes,No,2,9,3,10,,,7,10,Difficult,13,High,3135,NO,Airport,Railway Station,31.704253,81.721495,4.2,35558,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Luxury Travelers,NO,Yes,NO,no,https://example.com/image.jpg
876,Munnar,Kerala,Munnar,Waterfall,Popular tourist destination,Winter,Summer,5,High,250,1500,500.0,572,YES,YES,Y,No,YES,no,2,9,6,1,,7.0,2,10,NA,21,Medium,2728,no,Airport,Railway Station,8.076365,69.267307,3.6,31130,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Family,yes,yes,No,no,https://example.com/image.jpg
877,Jaipur,Rajasthan,Jaipur,Wildlife,Popular tourist destination,Winter,Summer,5,Low,999999,1500,500.0,1083,yes,N,N,Yes,No,NO,2,6,7,9,3.0,10.0,10,1,Easy,13,Low,2994,YES,Airport,Railway Station,31.272047,71.408727,3.3,46460,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,N,Yes,Yes,no,https://example.com/image.jpg
878,Munnar,Kerala,Munnar,Forest,Popular tourist destination,Winter,Summer,5,Unknown,250,3000,1000.0,623,NO,Y,Yes,Y,YES,Y,0,9,8,5,2.0,,10,2,Easy,27,Medium,2574,no,Airport,Railway Station,9.20124,69.582643,2.6,40165,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Friends,no,No,Y,No,https://example.com/image.jpg
879,Mysuru Palace,Karnataka,Mysuru,Hill Station,Popular tourist destination,Winter,Summer,5,Unknown,5000,100,,1355,no,yes,Yes,N,No,NO,1,9,2,10,,2.0,8,10,Easy,36,High,401,No,Airport,Railway Station,25.444058,96.416737,3.7,12812,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Other,NO,NO,No,Y,https://example.com/image.jpg
880,Munnar,Kerala,Munnar,Waterfall,Popular tourist destination,Winter,Summer,Five Days,Low,999999,100,,791,N,No,No,YES,YES,No,5,3,1,2,,9.0,10,10,NA,25,Medium,1366,No,Airport,Railway Station,8.470165,69.181573,3.0,30648,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Family,yes,no,YES,no,https://example.com/image.jpg
881,Varanasi Ghats,Uttar Pradesh,Varanasi,Forest,Popular tourist destination,Winter,Summer,5 Days,Low,250,1500,1000.0,1755,N,NO,NO,No,Yes,Y,4,8,4,2,,3.0,2,8,Moderate,17,Low,2910,No,Airport,Railway Station,,,3.5,12510,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Friends,Y,N,yes,YES,https://example.com/image.jpg
882,Varanasi Ghats, Uttar Pradesh ,Varanasi,Pilgrimage,,Winter,Summer,5 Days,Unknown,999999,3000,500.0,1818,No,Yes,YES,YES,YES,yes,7,7,7,5,,,10,4,Easy,37,Medium,1413,Y,Airport,Railway Station,19.390372,83.574048,4.4,27888,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Family,YES,yes,Yes,YES,https://example.com/image.jpg
883,Manali,Himachal Pradesh,Manali,Desert,Popular tourist destination,Winter,Summer,05 Days,High,999999,1500,500.0,1490,No,N,yes,No,Y,YES,4,6,2,4,,8.0,2,10,Easy,17,High,3019,YES,Airport,Railway Station,30.73984,86.802442,2.9,40063,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Luxury Travelers,NO,No,No,N,https://example.com/image.jpg
884,Amritsar,Punjab,Amritsar,Hill Station,Popular tourist destination,Winter,Summer,Five Days,Luxury,250,1500,,1581,N,no,Yes,yes,NO,no,2,1,7,2,,,2,10,NA,7,Low,1479,Yes,Airport,Railway Station,23.152728,71.253258,4.2,1806,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Friends,no,yes,YES,NO,https://example.com/image.jpg
885,Ooty,Tamil Nadu,Ooty,Forest,Popular tourist destination,Winter,Summer,05 Days,Luxury,12000,100,500.0,948,NO,Y,No,NO,no,NO,4,2,3,4,9.0,,5,1,Difficult,11,Low,2739,Yes,Airport,Railway Station,17.40795,82.443512,2.6,11045,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Senior Citizens,Y,yes,No,NO,https://example.com/image.jpg
